speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,n,cluster_1_p
10441,920310635,MUSKIE,EDMUND,S,ME,M,D,,voting,19721012,1914-03-28,1914,1972,58,92104411,0.0,27,0.0
10441,920310724,MUSKIE,EDMUND,S,ME,M,D,,voting,19721012,1914-03-28,1914,1972,58,92104411,0.0,9,0.0
10158,920312142,MANSFIELD,MICHAEL,S,MT,M,D,,voting,19721013,1903-03-16,1903,1972,69,92101581,0.0003345966289677,9,0.8888888888888888
10188,920312210,TUNNEY,JOHN,S,CA,M,D,,voting,19721013,1934-06-26,1934,1972,38,92101881,0.0,10,1.0
10530,920312240,PERCY,CHARLES,S,IL,M,R,,voting,19721013,1919-09-27,1919,1972,53,92105301,0.0,9,0.3333333333333333
10061,920313226,FULBRIGHT,JAMES,S,AR,M,D,,voting,19721013,1905-04-09,1905,1972,67,92100611,0.0,10,0.1
10311,920313250,BELLMON,HENRY,S,OK,M,R,,voting,19721013,1921-09-03,1921,1972,51,92103111,0.0,10,0.0
10311,920313258,BELLMON,HENRY,S,OK,M,R,,voting,19721013,1921-09-03,1921,1972,51,92103111,0.0,9,0.0
10345,920315103,JAVITS,JACOB,S,NY,M,R,,voting,19721014,1904-05-18,1904,1972,68,92103451,0.0,9,0.2222222222222222
10388,920315713,YOUNG,MILTON,S,ND,M,R,,voting,19721014,1897-12-06,1897,1972,75,92103881,0.0,18,0.9444444444444444
10239,920316389,HANSEN,ORVAL,H,ID,M,R,2.0,voting,19721014,1926-08-03,1926,1972,46,92102390,0.0,10,0.0
10158,920317439,MANSFIELD,MICHAEL,S,MT,M,D,,voting,19721016,1903-03-16,1903,1972,69,92101581,0.000741662758997,9,0.8888888888888888
10692,920320328,PROXMIRE,WILLIAM,S,WI,M,D,,voting,19721018,1915-11-11,1915,1972,57,92106921,1.9545337996161103e-11,19,0.8947368421052632
10267,930000419,MONDALE,WALTER,S,MN,M,D,,voting,19730104,1928-01-05,1928,1973,45,93102671,0.0,9,0.1111111111111111
11253,930000489,HOLLINGS,ERNEST,S,SC,M,D,,voting,19730104,1922-01-01,1922,1973,51,93112531,0.0,10,0.0
10530,930000677,PERCY,CHARLES,S,IL,M,R,,voting,19730104,1919-09-27,1919,1973,54,93105301,0.0,9,0.8888888888888888
11220,930000681,THURMOND,J.,S,SC,M,R,,voting,19730104,1902-12-05,1902,1973,71,93112201,0.0,10,0.0
10676,930001208,JACKSON,HENRY,S,WA,M,D,,voting,19730109,1912-05-31,1912,1973,61,93106761,0.0,9,0.8888888888888888
10369,930001431,RIBICOFF,ABRAHAM,S,CT,M,D,,voting,19730111,1910-04-09,1910,1973,63,93103691,0.0,9,0.8888888888888888
10378,930001459,STEVENSON,ADLAI,S,IL,M,D,,voting,19730111,1930-10-10,1930,1973,43,93103781,0.0,9,0.8888888888888888
10320,930001491,DANIELS,DOMINICK,H,NJ,M,D,14.0,voting,19730111,1908-10-18,1908,1973,65,93103200,0.0,10,0.0
10425,930002011,HUMPHREY,HUBERT,S,MN,M,D,,voting,19730116,1911-05-27,1911,1973,62,93104251,0.0,9,0.1111111111111111
10425,930002605,HUMPHREY,HUBERT,S,MN,M,D,,voting,19730118,1911-05-27,1911,1973,62,93104251,0.0,10,0.0
10530,930002663,PERCY,CHARLES,S,IL,M,R,,voting,19730118,1919-09-27,1919,1973,54,93105301,0.0,9,0.8888888888888888
10695,930002915,ROSENTHAL,BENJAMIN,H,NY,M,D,8.0,voting,19730118,1923-06-08,1923,1973,50,93106950,0.0,9,0.0
10432,930003237,LEGGETT,ROBERT,H,CA,M,D,4.0,voting,19730123,1926-07-26,1926,1973,47,93104320,0.0,9,0.8888888888888888
10579,930003248,CLAUSEN,DONALD,H,CA,M,R,1.0,voting,19730123,1923-04-27,1923,1973,50,93105790,0.0,9,1.0
11494,930003415,KENNEDY,EDWARD,S,MA,M,D,,voting,19730123,1932-02-22,1932,1973,41,93114941,0.0,9,0.2222222222222222
10698,930003717,STAFFORD,ROBERT,S,VT,M,R,,voting,19730123,1913-08-08,1913,1973,60,93106981,0.0,9,0.1111111111111111
10705,930004016,WINN,EDWARD,H,KS,M,R,3.0,voting,19730124,1919-08-22,1919,1973,54,93107050,0.0,9,1.0
10239,930004023,HANSEN,ORVAL,H,ID,M,R,2.0,voting,19730124,1926-08-03,1926,1973,47,93102390,0.0,10,0.0
10530,930004587,PERCY,CHARLES,S,IL,M,R,,voting,19730129,1919-09-27,1919,1973,54,93105301,0.0,9,1.0
10388,930005255,YOUNG,MILTON,S,ND,M,R,,voting,19730131,1897-12-06,1897,1973,76,93103881,0.0,10,0.9
11061,930005912,MICHEL,ROBERT,H,IL,M,R,18.0,voting,19730131,1923-03-02,1923,1973,50,93110610,0.0,10,0.0
10311,930005998,BELLMON,HENRY,S,OK,M,R,,voting,19730201,1921-09-03,1921,1973,52,93103111,0.0,10,0.0
10425,930006000,HUMPHREY,HUBERT,S,MN,M,D,,voting,19730201,1911-05-27,1911,1973,62,93104251,0.0,9,0.0
10530,930006006,PERCY,CHARLES,S,IL,M,R,,voting,19730201,1919-09-27,1919,1973,54,93105301,0.0,10,0.0
10812,930006085,BURDICK,QUENTIN,S,ND,M,D,,voting,19730201,1908-06-19,1908,1973,65,93108121,1.6352821638043803e-14,9,0.8888888888888888
10263,930006296,METCALF,LEE,S,MT,M,D,,voting,19730201,1911-01-28,1911,1973,62,93102631,0.0,9,0.0
10507,930006478,HUDDLESTON,WALTER,S,KY,M,D,,voting,19730202,1926-04-15,1926,1973,47,93105071,0.0,9,0.1111111111111111
10304,930007027,FORD,GERALD,H,MI,M,R,5.0,voting,19730205,1913-07-14,1913,1973,60,93103040,0.0,9,1.0
10530,930007142,PERCY,CHARLES,S,IL,M,R,,voting,19730205,1919-09-27,1919,1973,54,93105301,0.0,9,1.0
10567,930009019,BINGHAM,JONATHAN,H,NY,M,D,22.0,voting,19730208,1914-04-24,1914,1973,59,93105670,0.0,9,0.1111111111111111
10783,930009195,KEMP,JACK,H,NY,M,R,38.0,voting,19730208,1935-07-13,1935,1973,38,93107830,0.0,9,1.0
11494,930010583,KENNEDY,EDWARD,S,MA,M,D,,voting,19730220,1932-02-22,1932,1973,41,93114941,0.0,10,0.0
10425,930011091,HUMPHREY,HUBERT,S,MN,M,D,,voting,19730221,1911-05-27,1911,1973,62,93104251,0.0,9,0.0
10169,930011180,MOSS,FRANK,S,UT,M,D,,voting,19730221,1911-09-23,1911,1973,62,93101691,0.0,10,0.0
10220,930011870,DULSKI,THADDEUS,H,NY,M,D,37.0,voting,19730222,1915-09-27,1915,1973,58,93102200,0.0,9,0.1111111111111111
11494,930013346,KENNEDY,EDWARD,S,MA,M,D,,voting,19730227,1932-02-22,1932,1973,41,93114941,0.0,18,0.8888888888888888
10158,930013602,MANSFIELD,MICHAEL,S,MT,M,D,,voting,19730228,1903-03-16,1903,1973,70,93101581,0.0,18,0.9444444444444444
10309,930014794,BAYH,BIRCH,S,IN,M,D,,voting,19730301,1928-01-22,1928,1973,45,93103091,0.0,9,0.0
10507,930015778,HUDDLESTON,WALTER,S,KY,M,D,,voting,19730306,1926-04-15,1926,1973,47,93105071,0.0,9,0.0
10064,930016105,HUGHES,HAROLD,S,IA,M,D,,voting,19730306,1922-02-10,1922,1973,51,93100641,0.0,19,0.8947368421052632
10158,930017013,MANSFIELD,MICHAEL,S,MT,M,D,,voting,19730308,1903-03-16,1903,1973,70,93101581,0.0141969342811293,9,0.8888888888888888
10425,930017106,HUMPHREY,HUBERT,S,MN,M,D,,voting,19730308,1911-05-27,1911,1973,62,93104251,0.0,18,1.0
10695,930017905,ROSENTHAL,BENJAMIN,H,NY,M,D,8.0,voting,19730308,1923-06-08,1923,1973,50,93106950,0.0,9,0.0
10158,930018054,MANSFIELD,MICHAEL,S,MT,M,D,,voting,19730312,1903-03-16,1903,1973,70,93101581,0.0,9,1.0
10703,930018305,WEICKER,LOWELL,S,CT,M,R,,voting,19730313,1931-05-16,1931,1973,42,93107031,0.0,19,0.0
10267,930018310,MONDALE,WALTER,S,MN,M,D,,voting,19730313,1928-01-05,1928,1973,45,93102671,0.0,10,0.0
10441,930019154,MUSKIE,EDMUND,S,ME,M,D,,voting,19730314,1914-03-28,1914,1973,59,93104411,0.0,10,0.0
11253,930019217,HOLLINGS,ERNEST,S,SC,M,D,,voting,19730314,1922-01-01,1922,1973,51,93112531,0.0,10,1.0
10481,930020199,BAKER,HOWARD,S,TN,M,R,,voting,19730315,1925-11-15,1925,1973,48,93104811,0.0,9,0.8888888888888888
10181,930021206,SCOTT,HUGH,S,PA,M,R,,voting,19730319,1900-11-11,1900,1973,73,93101811,0.0,9,0.1111111111111111
11220,930021219,THURMOND,J.,S,SC,M,R,,voting,19730319,1902-12-05,1902,1973,71,93112201,0.0,9,0.1111111111111111
10778,930022194,GRAY,KENNETH,H,IL,M,D,24.0,voting,19730320,1924-11-14,1924,1973,49,93107780,0.0,10,0.0
10369,930022481,RIBICOFF,ABRAHAM,S,CT,M,D,,voting,19730320,1910-04-09,1910,1973,63,93103691,0.0,9,0.0
11220,930022506,THURMOND,J.,S,SC,M,R,,voting,19730320,1902-12-05,1902,1973,71,93112201,0.0,9,0.0
10169,930023215,MOSS,FRANK,S,UT,M,D,,voting,19730320,1911-09-23,1911,1973,62,93101691,0.0,10,0.0
10270,930023729,PODELL,BERTRAM,H,NY,M,D,13.0,voting,19730321,1925-12-27,1925,1973,48,93102700,0.0,9,0.0
10962,930024346,PELL,CLAIBORNE,S,RI,M,D,,voting,19730322,1918-11-22,1918,1973,55,93109621,0.0,9,0.2222222222222222
10315,930024879,CHURCH,FRANK,S,ID,M,D,,voting,19730326,1924-07-25,1924,1973,49,93103151,0.0,9,0.8888888888888888
10181,930027162,SCOTT,HUGH,S,PA,M,R,,voting,19730329,1900-11-11,1900,1973,73,93101811,0.0,9,0.8888888888888888
10591,930027188,EAGLETON,THOMAS,S,MO,M,D,,voting,19730329,1929-09-04,1929,1973,44,93105911,0.0,10,0.1
10145,930027199,HART,PHILIP,S,MI,M,D,,voting,19730329,1912-12-10,1912,1973,61,93101451,0.0,9,0.1111111111111111
10184,930027726,SYMINGTON,WILLIAM,S,MO,M,D,,voting,19730402,1901-06-26,1901,1973,72,93101841,0.0,18,0.9444444444444444
10530,930027733,PERCY,CHARLES,S,IL,M,R,,voting,19730402,1919-09-27,1919,1973,54,93105301,0.0,9,1.0
10061,930027770,FULBRIGHT,JAMES,S,AR,M,D,,voting,19730402,1905-04-09,1905,1973,68,93100611,0.0,9,1.0
10188,930027816,TUNNEY,JOHN,S,CA,M,D,,voting,19730402,1934-06-26,1934,1973,39,93101881,0.0,10,0.0
10441,930029909,MUSKIE,EDMUND,S,ME,M,D,,voting,19730404,1914-03-28,1914,1973,59,93104411,0.0,10,0.0
10545,930030101,TOWER,JOHN,S,TX,M,R,,voting,19730404,1925-09-29,1925,1973,48,93105451,0.0,10,0.0
10158,930030631,MANSFIELD,MICHAEL,S,MT,M,D,,voting,19730405,1903-03-16,1903,1973,70,93101581,0.0001068286147304,9,0.8888888888888888
10362,930031415,NELSON,GAYLORD,S,WI,M,D,,voting,19730406,1916-06-04,1916,1973,57,93103621,0.0,37,0.7567567567567568
10365,930031520,PATMAN,JOHN,H,TX,M,D,1.0,voting,19730409,1893-08-06,1893,1973,80,93103650,0.0,18,0.9444444444444444
10490,930032457,CLEVELAND,JAMES,H,NH,M,R,2.0,voting,19730411,1920-06-13,1920,1973,53,93104900,0.0,9,0.0
10275,930032640,ROBISON,HOWARD,H,NY,M,R,27.0,voting,19730411,1915-10-30,1915,1973,58,93102750,0.0,9,1.0
10903,930032685,FASCELL,DANTE,H,FL,M,D,15.0,voting,19730411,1917-03-09,1917,1973,56,93109030,0.0,9,0.8888888888888888
10033,930032786,COOK,MARLOW,S,KY,M,R,,voting,19730411,1926-07-27,1926,1973,47,93100331,0.0,10,0.0
10458,930034001,SIKES,ROBERT,H,FL,M,D,1.0,voting,19730412,1906-06-03,1906,1973,67,93104580,0.0,9,0.8888888888888888
10425,930034140,HUMPHREY,HUBERT,S,MN,M,D,,voting,19730413,1911-05-27,1911,1973,62,93104251,0.0,18,1.0
10425,930034168,HUMPHREY,HUBERT,S,MN,M,D,,voting,19730413,1911-05-27,1911,1973,62,93104251,0.0,9,0.1111111111111111
10425,930034176,HUMPHREY,HUBERT,S,MN,M,D,,voting,19730413,1911-05-27,1911,1973,62,93104251,0.0,10,0.0
10381,930034778,SULLIVAN,LEONOR,H,MO,F,D,3.0,voting,19730416,1902-08-21,1902,1973,71,93103810,0.0,10,0.0
10315,930036975,CHURCH,FRANK,S,ID,M,D,,voting,19730418,1924-07-25,1924,1973,49,93103151,3.514007930922314e-18,9,0.8888888888888888
10432,930038481,LEGGETT,ROBERT,H,CA,M,D,4.0,voting,19730419,1926-07-26,1926,1973,47,93104320,0.0,9,1.0
10530,930038829,PERCY,CHARLES,S,IL,M,R,,voting,19730430,1919-09-27,1919,1973,54,93105301,0.0,9,0.7777777777777778
10158,930039433,MANSFIELD,MICHAEL,S,MT,M,D,,voting,19730501,1903-03-16,1903,1973,70,93101581,0.0,9,1.0
10530,930039473,PERCY,CHARLES,S,IL,M,R,,voting,19730501,1919-09-27,1919,1973,54,93105301,0.1798209469027117,9,0.8888888888888888
10158,930042318,MANSFIELD,MICHAEL,S,MT,M,D,,voting,19730507,1903-03-16,1903,1973,70,93101581,3.997536935170244e-05,9,0.7777777777777778
11189,930042378,HELMS,JESSE,S,NC,M,R,,voting,19730507,1921-10-18,1921,1973,52,93111891,0.0,10,0.0
11189,930043409,HELMS,JESSE,S,NC,M,R,,voting,19730508,1921-10-18,1921,1973,52,93111891,0.0,9,0.0
10261,930043462,MCINTYRE,THOMAS,S,NH,M,D,,voting,19730508,1915-02-20,1915,1973,58,93102611,0.0,9,0.1111111111111111
10261,930043465,MCINTYRE,THOMAS,S,NH,M,D,,voting,19730508,1915-02-20,1915,1973,58,93102611,0.0,9,0.1111111111111111
10275,930044226,ROBISON,HOWARD,H,NY,M,R,27.0,voting,19730509,1915-10-30,1915,1973,58,93102750,0.0,18,1.0
10441,930044427,MUSKIE,EDMUND,S,ME,M,D,,voting,19730510,1914-03-28,1914,1973,59,93104411,0.0,10,0.0
10169,930044486,MOSS,FRANK,S,UT,M,D,,voting,19730510,1911-09-23,1911,1973,62,93101691,0.0,10,0.9
11236,930045014,CLAY,WILLIAM,H,MO,M,D,1.0,voting,19730510,1931-04-30,1931,1973,42,93112360,0.0,9,0.0
10624,930045515,MATHIAS,CHARLES,S,MD,M,R,,voting,19730514,1922-07-24,1922,1973,51,93106241,0.0,10,0.0
11357,930046552,CRANE,PHILIP,H,IL,M,R,12.0,voting,19730515,1930-11-03,1930,1973,43,93113570,0.0,9,1.0
10315,930047257,CHURCH,FRANK,S,ID,M,D,,voting,19730517,1924-07-25,1924,1973,49,93103151,0.0,27,0.925925925925926
10181,930048519,SCOTT,HUGH,S,PA,M,R,,voting,19730522,1900-11-11,1900,1973,73,93101811,0.0,9,0.1111111111111111
10530,930048551,PERCY,CHARLES,S,IL,M,R,,voting,19730522,1919-09-27,1919,1973,54,93105301,0.0,9,0.1111111111111111
10286,930048576,SPARKMAN,JOHN,S,AL,M,D,,voting,19730522,1899-12-20,1899,1973,74,93102861,0.0,9,0.0
10261,930048742,MCINTYRE,THOMAS,S,NH,M,D,,voting,19730522,1915-02-20,1915,1973,58,93102611,0.0,9,0.1111111111111111
10441,930048760,MUSKIE,EDMUND,S,ME,M,D,,voting,19730522,1914-03-28,1914,1973,59,93104411,0.0,9,0.0
10419,930049122,FREY,LOUIS,H,FL,M,R,9.0,voting,19730522,1934-01-11,1934,1973,39,93104190,0.0,9,0.1111111111111111
10267,930049551,MONDALE,WALTER,S,MN,M,D,,voting,19730523,1928-01-05,1928,1973,45,93102671,0.0,10,0.0
10439,930050124,MILFORD,DALE,H,TX,M,D,24.0,voting,19730523,1926-02-18,1926,1973,47,93104390,0.0,10,0.7
10506,930050395,HOLTZMAN,ELIZABETH,H,NY,F,D,16.0,voting,19730524,1941-08-11,1941,1973,32,93105060,0.0,18,0.1111111111111111
10425,930050965,HUMPHREY,HUBERT,S,MN,M,D,,voting,19730529,1911-05-27,1911,1973,62,93104251,0.0,9,1.0
10311,930053420,BELLMON,HENRY,S,OK,M,R,,voting,19730531,1921-09-03,1921,1973,52,93103111,0.0,9,0.3333333333333333
10425,930053442,HUMPHREY,HUBERT,S,MN,M,D,,voting,19730531,1911-05-27,1911,1973,62,93104251,0.0,10,0.0
10181,930053814,SCOTT,HUGH,S,PA,M,R,,voting,19730601,1900-11-11,1900,1973,73,93101811,0.0,9,0.1111111111111111
10530,930054238,PERCY,CHARLES,S,IL,M,R,,voting,19730604,1919-09-27,1919,1973,54,93105301,0.0,10,0.1
10315,930054272,CHURCH,FRANK,S,ID,M,D,,voting,19730604,1924-07-25,1924,1973,49,93103151,0.0011983660819764,9,0.8888888888888888
10261,930054424,MCINTYRE,THOMAS,S,NH,M,D,,voting,19730604,1915-02-20,1915,1973,58,93102611,0.0,9,0.1111111111111111
10261,930054478,MCINTYRE,THOMAS,S,NH,M,D,,voting,19730604,1915-02-20,1915,1973,58,93102611,0.0,10,0.0
10369,930054872,RIBICOFF,ABRAHAM,S,CT,M,D,,voting,19730605,1910-04-09,1910,1973,63,93103691,0.0,10,0.4
10425,930055283,HUMPHREY,HUBERT,S,MN,M,D,,voting,19730605,1911-05-27,1911,1973,62,93104251,0.0,10,0.1
10158,930057586,MANSFIELD,MICHAEL,S,MT,M,D,,voting,19730607,1903-03-16,1903,1973,70,93101581,0.0,9,0.8888888888888888
10530,930057900,PERCY,CHARLES,S,IL,M,R,,voting,19730607,1919-09-27,1919,1973,54,93105301,0.0,9,0.0
10425,930058665,HUMPHREY,HUBERT,S,MN,M,D,,voting,19730608,1911-05-27,1911,1973,62,93104251,0.0,9,1.0
10169,930059017,MOSS,FRANK,S,UT,M,D,,voting,19730608,1911-09-23,1911,1973,62,93101691,0.0,9,1.0
11066,930059342,PACKWOOD,ROBERT,S,OR,M,R,,voting,19730611,1932-09-11,1932,1973,41,93110661,0.0,9,1.0
10450,930059995,ROGERS,PAUL,H,FL,M,D,11.0,voting,19730612,1921-06-04,1921,1973,52,93104500,0.0,10,0.0
10259,930062560,MAYNE,WILEY,H,IA,M,R,6.0,voting,19730614,1917-01-19,1917,1973,56,93102590,0.0,10,0.0
10418,930063655,FRASER,DONALD,H,MN,M,D,5.0,voting,19730615,1924-02-20,1924,1973,49,93104180,0.0,10,0.1
10471,930063802,WILLIAMS,HARRISON,S,NJ,M,D,,voting,19730618,1919-12-10,1919,1973,54,93104711,0.0,9,0.2222222222222222
10362,930063811,NELSON,GAYLORD,S,WI,M,D,,voting,19730618,1916-06-04,1916,1973,57,93103621,0.0,9,0.3333333333333333
10362,930063813,NELSON,GAYLORD,S,WI,M,D,,voting,19730618,1916-06-04,1916,1973,57,93103621,0.0,9,0.3333333333333333
10212,930063950,CURTIS,CARL,S,NE,M,R,,voting,19730618,1905-03-15,1905,1973,68,93102121,0.0,9,0.1111111111111111
10768,930065219,CRANSTON,ALAN,S,CA,M,D,,voting,19730619,1914-06-19,1914,1973,59,93107681,0.0,9,0.7777777777777778
11360,930065577,DOMENICI,PETE,S,NM,M,R,,voting,19730619,1932-05-07,1932,1973,41,93113601,0.0,9,0.1111111111111111
10768,930065592,CRANSTON,ALAN,S,CA,M,D,,voting,19730619,1914-06-19,1914,1973,59,93107681,0.0,10,0.0
10425,930066409,HUMPHREY,HUBERT,S,MN,M,D,,voting,19730620,1911-05-27,1911,1973,62,93104251,0.0,9,0.8888888888888888
10315,930066454,CHURCH,FRANK,S,ID,M,D,,voting,19730620,1924-07-25,1924,1973,49,93103151,0.0,18,0.9444444444444444
10906,930066935,GAYDOS,JOSEPH,H,PA,M,D,20.0,voting,19730620,1926-07-03,1926,1973,47,93109060,0.0,9,1.0
10829,930068055,HAWKINS,AUGUSTUS,H,CA,M,D,21.0,voting,19730621,1907-08-31,1907,1973,66,93108290,0.0,10,0.0
10321,930069045,DOWNING,THOMAS,H,VA,M,D,1.0,voting,19730622,1919-02-01,1919,1973,54,93103210,0.0,10,0.1
10362,930070357,NELSON,GAYLORD,S,WI,M,D,,voting,19730625,1916-06-04,1916,1973,57,93103621,0.0,9,0.1111111111111111
10429,930071275,KOCH,EDWARD,H,NY,M,D,18.0,voting,19730625,1924-12-12,1924,1973,49,93104290,0.0,9,0.0
10181,930072201,SCOTT,HUGH,S,PA,M,R,,voting,19730626,1900-11-11,1900,1973,73,93101811,0.0,9,1.0
11197,930074577,MCDADE,JOSEPH,H,PA,M,R,10.0,voting,19730627,1931-09-29,1931,1973,42,93111970,0.0,10,0.0
10530,930075146,PERCY,CHARLES,S,IL,M,R,,voting,19730628,1919-09-27,1919,1973,54,93105301,0.0,9,0.8888888888888888
10315,930076792,CHURCH,FRANK,S,ID,M,D,,voting,19730629,1924-07-25,1924,1973,49,93103151,0.0,9,0.7777777777777778
11388,930077139,STEVENS,TED,S,AK,M,R,,voting,19730629,1923-11-18,1923,1973,50,93113881,0.0,18,0.8888888888888888
11360,930079420,DOMENICI,PETE,S,NM,M,R,,voting,19730630,1932-05-07,1932,1973,41,93113601,0.0,10,0.0
10261,930080511,MCINTYRE,THOMAS,S,NH,M,D,,voting,19730710,1915-02-20,1915,1973,58,93102611,0.0,28,0.8928571428571429
10181,930080529,SCOTT,HUGH,S,PA,M,R,,voting,19730710,1900-11-11,1900,1973,73,93101811,0.0,19,1.0
10432,930081415,LEGGETT,ROBERT,H,CA,M,D,4.0,voting,19730710,1926-07-26,1926,1973,47,93104320,0.0,9,0.8888888888888888
10327,930082418,GRAVEL,MAURICE,S,AK,M,D,,voting,19730711,1930-05-13,1930,1973,43,93103271,0.0,9,1.0
10220,930083930,DULSKI,THADDEUS,H,NY,M,D,37.0,voting,19730712,1915-09-27,1915,1973,58,93102200,0.0,9,0.0
10458,930084165,SIKES,ROBERT,H,FL,M,D,1.0,voting,19730712,1906-06-03,1906,1973,67,93104580,0.0,9,1.0
11535,930084662,BIDEN,JOSEPH,S,DE,M,D,,voting,19730713,1942-11-20,1942,1973,31,93115351,0.0,18,0.8888888888888888
10425,930084674,HUMPHREY,HUBERT,S,MN,M,D,,voting,19730713,1911-05-27,1911,1973,62,93104251,0.0,18,0.8888888888888888
10425,930085282,HUMPHREY,HUBERT,S,MN,M,D,,voting,19730714,1911-05-27,1911,1973,62,93104251,0.0,10,0.0
10425,930085291,HUMPHREY,HUBERT,S,MN,M,D,,voting,19730714,1911-05-27,1911,1973,62,93104251,0.0,9,1.0
10530,930085292,PERCY,CHARLES,S,IL,M,R,,voting,19730714,1919-09-27,1919,1973,54,93105301,0.0,9,1.0
10676,930086185,JACKSON,HENRY,S,WA,M,D,,voting,19730716,1912-05-31,1912,1973,61,93106761,0.0,10,0.2
11388,930086957,STEVENS,TED,S,AK,M,R,,voting,19730717,1923-11-18,1923,1973,50,93113881,4.127610472914567e-08,9,1.0
10356,930087131,MCGOVERN,GEORGE,S,SD,M,D,,voting,19730717,1922-07-19,1922,1973,51,93103561,0.0,10,0.0
10188,930087686,TUNNEY,JOHN,S,CA,M,D,,voting,19730718,1934-06-26,1934,1973,39,93101881,0.0,29,0.0344827586206896
10345,930087785,JAVITS,JACOB,S,NY,M,R,,voting,19730718,1904-05-18,1904,1973,69,93103451,0.0,10,0.2
10439,930089017,MILFORD,DALE,H,TX,M,D,24.0,voting,19730718,1926-02-18,1926,1973,47,93104390,0.0,10,0.0
10181,930091856,SCOTT,HUGH,S,PA,M,R,,voting,19730723,1900-11-11,1900,1973,73,93101811,0.0,9,0.1111111111111111
10188,930091877,TUNNEY,JOHN,S,CA,M,D,,voting,19730723,1934-06-26,1934,1973,39,93101881,0.0,9,0.0
10768,930092168,CRANSTON,ALAN,S,CA,M,D,,voting,19730723,1914-06-19,1914,1973,59,93107681,0.0,10,0.0
10624,930092253,MATHIAS,CHARLES,S,MD,M,R,,voting,19730723,1922-07-24,1922,1973,51,93106241,0.0,9,1.0
10399,930092846,BURKE,JAMES,H,MA,M,D,11.0,voting,19730723,1910-03-30,1910,1973,63,93103990,0.0,9,1.0
10369,930095027,RIBICOFF,ABRAHAM,S,CT,M,D,,voting,19730726,1910-04-09,1910,1973,63,93103691,0.0,9,0.2222222222222222
10962,930097902,PELL,CLAIBORNE,S,RI,M,D,,voting,19730727,1918-11-22,1918,1973,55,93109621,0.0,9,0.1111111111111111
10042,930098012,BIBLE,ALAN,S,NV,M,D,,voting,19730728,1909-11-20,1909,1973,64,93100421,0.0,9,0.0
10109,930098051,BEALL,JOHN,S,MD,M,R,,voting,19730728,1927-06-19,1927,1973,46,93101091,0.0,10,0.0
10432,930099756,LEGGETT,ROBERT,H,CA,M,D,4.0,voting,19730730,1926-07-26,1926,1973,47,93104320,0.0,27,0.9629629629629628
11141,930099824,MONTGOMERY,GILLESPIE,H,MS,M,D,3.0,voting,19730730,1920-08-05,1920,1973,53,93111410,0.0,9,0.1111111111111111
10676,930100423,JACKSON,HENRY,S,WA,M,D,,voting,19730731,1912-05-31,1912,1973,61,93106761,0.0,10,0.0
10676,930100471,JACKSON,HENRY,S,WA,M,D,,voting,19730731,1912-05-31,1912,1973,61,93106761,0.1829671865580832,10,0.1
10432,930100779,LEGGETT,ROBERT,H,CA,M,D,4.0,voting,19730731,1926-07-26,1926,1973,47,93104320,0.0,10,1.0
10692,930102164,PROXMIRE,WILLIAM,S,WI,M,D,,voting,19730801,1915-11-11,1915,1973,58,93106921,0.0,9,0.0
10219,930102452,DORN,WILLIAM,H,SC,M,D,3.0,voting,19730801,1916-04-14,1916,1973,57,93102190,0.0,9,0.1111111111111111
10567,930103130,BINGHAM,JONATHAN,H,NY,M,D,22.0,voting,19730801,1914-04-24,1914,1973,59,93105670,0.0,10,0.0
10537,930104102,SEBELIUS,KEITH,H,KS,M,R,1.0,voting,19730802,1916-09-10,1916,1973,57,93105370,0.0,10,0.0
10269,930105239,PEARSON,JAMES,S,KS,M,R,,voting,19730803,1920-05-07,1920,1973,53,93102691,0.0,9,0.2222222222222222
10676,930105324,JACKSON,HENRY,S,WA,M,D,,voting,19730803,1912-05-31,1912,1973,61,93106761,0.0,10,0.2
10261,930105486,MCINTYRE,THOMAS,S,NH,M,D,,voting,19730803,1915-02-20,1915,1973,58,93102611,0.0,9,0.1111111111111111
10188,930105528,TUNNEY,JOHN,S,CA,M,D,,voting,19730803,1934-06-26,1934,1973,39,93101881,0.0,19,0.1052631578947368
10435,930106287,MCFALL,JOHN,H,CA,M,D,15.0,voting,19730803,1918-02-20,1918,1973,55,93104350,0.0,9,0.0
10581,930108698,COTTER,WILLIAM,H,CT,M,D,1.0,voting,19730906,1926-07-18,1926,1973,47,93105810,0.0,9,0.1111111111111111
10354,930110131,MAGNUSON,WARREN,S,WA,M,D,,voting,19730911,1905-04-12,1905,1973,68,93103541,0.0,9,0.2222222222222222
10676,930112353,JACKSON,HENRY,S,WA,M,D,,voting,19730913,1912-05-31,1912,1973,61,93106761,0.0,10,0.1
10807,930114122,BENTSEN,LLOYD,S,TX,M,D,,voting,19730918,1921-02-11,1921,1973,52,93108071,0.0,10,0.0
11494,930116277,KENNEDY,EDWARD,S,MA,M,D,,voting,19730919,1932-02-22,1932,1973,41,93114941,0.0,10,0.1
10927,930116801,JOHNSTON,JOHN,S,LA,M,D,,voting,19730920,1932-06-10,1932,1973,41,93109271,0.0,10,0.0
10315,930117503,CHURCH,FRANK,S,ID,M,D,,voting,19730920,1924-07-25,1924,1973,49,93103151,0.0,9,1.0
